label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
3	831 m^3	0.7715	andrew	Fremont	0.9219	241	Technology And Information Management	0.3459	913	1212	Vani	1.167	943	886
2	1250 m^3	0.8681	Eriq	Bakersfield	0.2841	549	Human Computer Interaction	0.8194	1043	1134	Lise	1.1215	838	951
4	1166 m^3	1.0578	Andrew	Sacramento	0.1766	820	Human Computer Interaction	0.1418	697	845	Fabrice	0.7647	558	691
0	1180 m^3	0.6155	Lise	Modesto	0.9465	729	Statistics	1.0393	1155	618	Tony	-0.1178	1130	944
1	1229 m^3	0.9492	Sam	sTOCKTON	1.0678	949	Bioinformatics	0.3806	1017	966	Chris	0.8665	-286	674
1	838 m^3	0.8571	Sam	Stockton	0.8179	1024	Games and Playable Media	0.4373	1041	1127	Chris	1.3198	291	767
3	1078 m^3	0.9154	Fabrice	Fremont, Santa Ana	0.865	389	Technology and Information Management	0.3618	792	1030	Vani	1.2531	799	895
2	1146 m^3	0.9847	Eriq	Bakersfield	-0.0216	822	Human Computer Interaction	0.8117	1011	1063	Tony	0.9747	1060	1020
2	998 m^3	0.8473	Eriq	Bakersfield	0.0809	1173	Human Computer Interaction	0.8405	980	1055	Lise	1.1006	1102	942
0	N/A	0.8968	Lise	Modesto	1.0212	784	Computer Game Design	0.8537	1038	720	Inan	0.1642	1001	679
6	1015 m^3	0.9023	Tony	Moreno Valley	0.9481	1099	Biotechnology	0.4659	-27	1023	Andrew	1.2966	395	877
2	1025 m^3	1.1656	Michael	Bakersfield	-0.0342	502	Human Computer Interaction	1.0207	833	1116	Lise	0.8821	925	960
0	1274 m^3	0.926	Lise	San Diego	1.0516	422	Computer Game Design	0.9661	1081	1020	tONY	0.0718	879	768
5	895 m^3	0.9603	Michael	Irvine	1.0546	901	Applied Mathematics	1.2202	806	965	Eriq	0.2797	1078	438
4	776 m^3	1.1857	Inan	Riverside	0.5007	n/a	Computer Science	0.9825	711	845	Fabrice	0.6685	732	697
9	354 m^3	0.5992	Vani	Anaheim	0.9841	n/a	Data Science	0.8083	845	893	Reilly	1.2322	954	997
5	768 m^3	0.7	Michael	Los Angeles	1.051	582	Natural Language Processing	0.9988	1002	929	Eriq	0.6378	1204	127
5	1015 m^3	0.5344	Michael	Riverside	1.001	794	Applied Mathematics	0.7685	976	915	Eriq	0.3965	854	-15
0	1173 m^3	0.9774	Lise	Modesto	1.0709	792	Computer Game Design	1.2864	974	799	Inan	0.1019	747	778
4	870 m^3	0.7424	Andrew	Riverside	0.4128	821	Computer Science	0.352	940	1063	Fabrice	0.8342	628	695
1	1140 m^3	0.9586	Reilly		0.8192	915	Bioinformatics	0.3381	1072	1050	Chris	1.0409	-8	936
2	987 m^3	0.8486	Eriq	Bakersfield	0.1463	736	Human Computer Interaction	1.1595	1220	982	Lise	1.03	1228	700
4	1089 m^3	0.9734	Inan	Riverside	0.4596	845	Computer Science	0.5652	583	981	Fabrice	0.797	750	n/a
9	483 m^3	0.5478	Vani	Long Beach	1.0428	1275	Data Science	1.2862	505	482	Reilly	0.9616	1362	1205
2	1294 m^3	1.2456	Eriq	Bakersfield	-0.0533	920	Human Computer Interaction	0.6951	1099	790	Lise	1.3274	803	831
9	609 m^3	0.4978	Sam	Anaheim	1.0733	1032	Data Science	0.881	449	714	Reilly	1.1133		946
1	970 m^3	1.0174	Sam	Stockton	1.0245	916	Games and Playable Media	0.5794	1011	1092	Chris	0.7401	-149	909
6	1110 m^3	0.8416	n/a	San Francisco	1.1451	687	Biotechnology	0.5907	284	1034	Andrew	1.1248	-110	658
5	1039 m^3	0.62	Michael	Irvine	1.1082	688	Applied Mathematics	0.7536	760	1225	Eriq	0.2707	1185	-138
1	1224 m^3	0.751	Sam	Stockton	0.9666	683	Bioinformatics	0.7072	951	1022	Chris	0.8366	99	1033
8	815 m^3	0.0758	Sam	san bernardino, oakland	0.6824	980	Computer Engineering	1.1828	874	636	Michael	1.0956	887	1082
2	993 m^3	0.7939	Inan	Bakersfield	0.1517	904	Human Computer Interaction	0.8051	1182	1101	Lise	0.8477	1164	1175
7	1082 m^3	0.8163	Chris	San Jose	1.1288	687	Robotics Engineering	0.9914	798	868	Sam	0.8951	394	1119
3	1064 m^3	0.8006	Fabrice	Chula Vista	0.7072	572	Technology and Information Management	0.317	934	1185	Vani	0.8748	1061	869
2	963 m^3	1.1353	Eriq	Bakersfield	0.1411	823	Human Computer Interaction	0.6635	1060	986	Lise	0.9289	1212	743
8	867 m^3	0.1313	Reilly	San Bernardino	0.8511	1015	Computer Engineering	0.921	1101	430	Michael	1.0203	1039	931
4	1015 m^3	1.3023	Inan	Sacramento	0.3408	990	Computer Science	0.7275	614	863	Fabrice	1.046	707	855
5	1017 m^3	0.4347	Michael	Los Angeles	1.0047	492	Applied Mathematics	1.2468	861	908	Eriq	0.7794	1186	419
0	1005 m^3	0.6676	Andrew	San Diego	1.0165	671	Computer Game Design	0.9048	1199	791	Tony	-0.1774	891	1062
8	873 m^3	0.138	Reilly	Oakland	0.6729	923	Computational Media	1.0676	930	77	Michael	1.1452	1428	1033
4	1006 m^3	0.9	Inan	Riverside	0.4732	658	Computer Science	0.5839	744	1033	Fabrice	1.0054	607	412
2	1223 m^3	0.6996	Eriq	bakersfield	0.119	1120	Human Computer Interaction	0.9846		1039	Lise	1.1297	929	994
8	906 m^3	-0.0985	Reilly	Oakland, Fresno	0.5234	1241	Computer Engineering	0.9767	747	206	Michael	0.6598	890	617
8	880 m^3	-0.3	Reilly	fRESNO, sANTA cLARITA, oAKLAND	0.6271	1364	Computational Media	0.574	954	271	Michael	0.9615	1249	919
8	749 m^3	0.2213	Sam	Oakland, Santa Clarita	0.8682	865	Computer Engineering	0.678	1112	198	Michael	0.9108	697	870
6	902 m^3	0.7809	Tony	Moreno Valley	1.064	1309	Electrical Engineering	0.7827	493	800	Andrew	0.9798	-37	1160
9	389 m^3	0.3897	Vani	Long Beach	0.8999	1063	Robotics Engineering	0.8294	716	762	Reilly	1.1297	775	988
0	1053 m^3	1.0627	Lise	Irvine	0.9672	347	Statistics	0.8845	1009	877	Inan	0.2336	1014	1246
4	1253 m^3	1.4738	Andrew	Riverside	0.4584	891	Computer Science	0.6909	883	772	Fabrice	0.7969	765	569
6	1043 m^3	0.7342	Tony	San Francisco	0.8952	1118	Electrical Engineering	0.813	281	988	Andrew	0.8716	300	921
6	887 m^3	1.042	Tony	San Francisco	0.811	1205	Electrical Engineering	0.897	383	1235		0.7958	308	732
8	804 m^3	0.1396	Lise	San Diego	0.6481	1153	Computational Media	0.5571	1244	183	Michael	1.2511	945	980
4	1121 m^3	0.9949	Andrew	Sacramento	0.3343	1115	Computer Science	0.6651	849	991	Fabrice	1.1557	856	690
1	1124 m^3	0.7751	Sam	Stockton	0.9773	815	Games and Playable Media	0.4743	909	1067	Chris	1.0175	547	983
4	1079 m^3	?	Inan	Santa Ana, Chula Vista	0.3192	748	Computer Science	0.5704	804	1034	Fabrice	1.3039	431	785
2	903 m^3	0.7399	Sam	Bakersfield	0.1063	987	Human Computer Interaction	1.0297	1189	891	Lise	0.9741	948	986
8	1163 m^3	0.1461	Reilly	Santa Clarita	0.7394	1019	Computer Engineering	0.9581	863	97	Michael	1.0578	960	1143
4	849 m^3	1.0642	Andrew	Sacramento	0.3231	1269	Computer Science	0.4451	931	981	Fabrice	1.1222	474	785
3	818 m^3	0.6328	fabrice	Irvine	1.0457	328	Technology and Information Management	0.2	888	819	Vani	0.9434	851	963
7	NULL	0.9076	chris	San Jose	1.0693	858	Robotics Engineering	0.7707	1151	952	Sam	1.1238	855	877
1	747 m^3	0.7536	Tony	Stockton	0.8769	874	Games and Playable Media	0.4959	1043	966	Chris	1.1716	-57	852
0	880 m^3	0.6272	Lise	Modesto	1.0064	599	Statistics	1.0202	1119	651	Tony	-0.0263	1307	641
2	925 m^3	1.0647	Eriq	Bakersfield	0.213	688	Human Computer Interaction	0.876	996	991	Lise	0.5877	1326	986
7	761 m^3	1.0727	Chris	Bakersfield	0.9762	1125	Robotics Engineering	1.0455	738	1024	Sam	0.9379	359	1038
2	1184 m^3	0.8324	Eriq	Bakersfield	-0.0106	1145	Human Computer Interaction	1.0035	1104	417	Lise	0.9801	1225	1024
7	1094 m^3	0.6734	Fabrice	San Jose	0.9261	1129	Robotics Engineering	0.9438	978	1089	Sam	1.0742	587	1140
4	910 m^3	1.2623	Inan	Riverside	0.2796	1199	Computer Science	0.4299	920	1082	Fabrice	0.7899	1026	639
5	952 m^3	0.4053	Michael	Los Angeles	1.1529	640	Applied Mathematics	1.0264	1193	1048	Eriq	0.1924	901	439
3	616 m^3	0.509	None	Chula Vista, Fremont	1.01	417	Technology and Information Management	0.1557	599	993	Vani	1.1929	907	902
2	1208 m^3	0.7709	Eriq	Bakersfield	-0.0127	1178	Human Computer Interaction	0.9383	1164	955	Lise	0.7934	1124	1046
2	868 m^3	1.2375	Eriq	Bakersfield	0.1005	697	Human Computer Interaction	1.18	1013	1108	Lise	0.7677	980	1000
2	828 m^3	0.8867	Eriq	Stockton	0.3245	953	Human Computer Interaction	N/A	1088	1101	Lise	1.3221	730	804
6	682 m^3	1.0745	Tony	Moreno Valley	0.9057	1126	Electrical Engineering	0.9519	207	1098	Andrew	1.0967	267	834
2	1132 m^3	0.8783	Eriq	Bakersfield	0.2449	832	Human Computer Interaction	0.6474	1273	794	Lise	1.114	1119	979
9	368 m^3	0.9246	Vani	Long Beach	0.9852	1213	Data Science	0.8492	328	709	Reilly	1.1422	1177	942
4	1118 m^3	1.0507	Inan		0.4984	1154	Computer Science	0.7887	818	1199	Fabrice	1.0339	588	1022
8	936 m^3	0.3449	Reilly	San Bernardino, Fresno, Oakland	0.6885	1145	Computer Engineering	0.6079	904	7	Michael	1.1428	611	1229
0	1204 m^3	0.7831	Lise	San Diego	0.9828	786	Statistics	1.1159	1237	515	Tony	0.0544	1210	867
6	989 m^3	1.037	Tony	Moreno Valley	0.7774	1045	Electrical Engineering	0.5161	-1	763	Andrew	1.0618	-1	1064
2	890 m^3	0.955	eRIQ	Bakersfield	0.0243	1045	Human Computer Interaction	0.7255	849	850	Lise	1.08	1146	1126
0	798 m^3	?	Sam	Long Beach	1.1284	818	Computer Game Design	1.2487	963	622	Inan		1250	802
1	1096 m^3	0.8278	Sam	Stockton	0.9577	538	Games and Playable Media	0.487	794	947	Chris	1.3658	135	1065
5	806 m^3	0.7816	Eriq	Irvine	1.0011	662	Natural Language Processing	1.0049	1028	917	Eriq	0.8993	975	341
6	861 m^3	0.7859	Tony	Moreno Valley	0.9527	1068	Biotechnology	0.6694	416	1172	Andrew	0.9789	290	909
1	1064 m^3	1.1151	Sam	Stockton	0.8826	646	Games and Playable Media	0.5582	1064	1388	Chris	1.0554	69	929
6	1011 m^3	0.8982	Tony	Riverside	0.9612	942	Electrical Engineering	0.741	200	1180	Andrew	0.9754	213	894
9	581 m^3	0.5189	Vani	Long Beach	1.0171	1049	Data Science	1.2127	446	1059	Reilly	0.7718	954	1074
0	970 m^3	0.9155	Lise	Modesto	1.1064	699	Computer Game Design	1.2348	827	581	Inan	-0.1364	946	1310
1	1178 m^3	0.9247	Sam	Stockton	0.8922	1126	Games and Playable Media	0.7698	888	901	Chris	0.8458	160	1193
6	1086 m^3	0.6796	Tony	San Francisco	1.1066	1133	Biotechnology	0.8371	393	712	Andrew	0.9677	356	890
8	946 m^3	0.3601	Reilly	Oakland	0.7876	1182	Computational Media	0.8136	978	256	Michael	0.7529	1560	1075
5	1221 m^3	0.5051	Michael	Irvine	0.9506	601	Applied Mathematics	1.1	918	1036	Eriq	0.6445	793	481
1	1079 m^3	0.9758	Sam	Stockton	0.9384	805	Bioinformatics	0.3124	1058	1103	Chris	0.8217	-129	1308
6	1114 m^3	N/A	Tony	San Francisco	1.1367	1219	Biotechnology	0.5856	68	1184	Lise	1.0428	165	876
4	873 m^3	0.7354	Andrew	San Francisco	0.2182	1017	Computer Science	0.3247	639	991	fabrice	1.1624	875	664
8	1187 m^3	0.4297	Reilly	Oakland, Fresno	0.4878	772	Computational Media	1.0006	977	472	Michael	0.7446	937	838
6	1217 m^3	0.7099	Tony	San Francisco	1.0241	1153	Electrical Engineering	0.8019	156	950	Andrew	0.756	364	963
0	946 m^3	0.9471	Lise	Modesto	0.8359	873	Statistics	0.8955	1225	977	Tony	0.1422	1011	1174
8	1060 m^3	-0.0677	Reilly	Santa Clarita, San Bernardino	0.4151	1221	Computational Media	0.9977	958	231	Michael	0.8997	900	1096
4	992 m^3	1.2244	Andrew	Sacramento	0.3793	904	Computer Science	0.5782	1016	1035	Fabrice	1.0732	892	975
6	1154 m^3	1.1328	Tony	Moreno Valley	0.9786	982	Biotechnology	0.76	-8	1279	Andrew	1.1228	31	1103
5	1059 m^3	0.6938	Michael	Los Angeles	0.9214	325	Applied Mathematics	0.9625	887	1024	NULL	0.656	1025	561
3	993 m^3	0.8075	Fabrice	San Jose	0.7842	395	Technology and Information Management	0.0237	808	1042	Vani	1.0281	1183	702
4	1208 m^3	0.9541	Inan	Bakersfield	0.4117	919	Computer Science	0.5682	662	797	Fabrice	0.9825	597	751
2	1011 m^3	1.0009	Eriq	Bakersfield	0.0791	473	Human Computer Interaction	0.8277	1209	980	Lise	1.1299	776	1146
8	919 m^3	0.1256	Reilly	San Bernardino, Santa Clarita	0.7328	1183	Computer Engineering	1.2006	711	433	Michael	1.0298	1069	1025
2	1004 m^3	1.0798	Eriq	Bakersfield	0.1009	964	Human Computer Interaction	0.838	874	1023	Lise	0.9449	697	818
8	782 m^3	0.3126	Reilly	San Bernardino, Santa Clarita, Oakland	0.8915	970	Computational Media	1.0089	944	287	Michael	1.1049	1256	714
2	1211 m^3	0.9429	Eriq	Bakersfield	0.1769	794	Human Computer Interaction	0.6122	1040	925	Lise	1.248	1043	755
9	143 m^3	0.5121	Vani	Anaheim	0.9387	1130	Bioengineering	0.8638	612	723	Reilly	0.8947		1074
3	992 m^3	0.937	Fabrice	Chula Vista, Fremont	0.5486	379	Technology and Information Management	0.1068	332	949	Vani	0.8091	875	1029
7	1036 m^3	0.9371	Chris	San Jose	0.8448	1214	Robotics Engineering	0.5266	1005	1034	Sam	0.8881	368	1149
2	1276 m^3	1.1778	Eriq	Stockton	0.1275	1123	Human Computer Interaction	0.5153	1007	928	Lise	0.9816	870	982
0	1018 m^3	0.8329	Lise	Modesto	1.1503	456	Statistics	1.0864	1103	867	Inan	-0.0726	758	988
7	607 m^3	0.9584	Sam	San Jose	0.9824		Robotics Engineering	0.5259	965	1203	Sam	1.0023	392	1156
3	1245 m^3	0.5584	Fabrice	Chula Vista	0.8411	357	Technology and Information Management	0.2454	764	673	Vani	0.8383	1012	1074
0	1037 m^3	0.7837	Lise	Modesto	0.9198	727	None	0.782	1027	968	Tony	0.1388	788	1035
4	859 m^3	1.0135	Andrew	Sacramento	0.4178	1090	Computer Science	0.9334	578	1026	Fabrice	1.1683	963	785
9	390 m^3	0.2031	Vani	Irvine	0.9662	917	Bioengineering	0.6559	672	1329	Reilly	1.2844	858	784
1	1155 m^3	0.5936	Sam	Stockton	1.0966	736	Games and Playable Media	0.6544	719	979	cHRIS	0.7595	-43	952
7	883 m^3	0.6533	Chris	San Jose	0.8866	635	Robotics Engineering	0.5366	872	1144	Sam	0.7069	362	992
0	817 m^3	0.8477	Chris	San Diego	0.9611	784	Statistics	1.3622	1080	766	Inan	0.0617	929	966
9	208 m^3	0.3557	Vani	Anaheim	0.853	1109	Data Science	0.7736	417	708	Reilly	0.789	1036	735
1	1094 m^3	0.7677	Sam	Stockton	1.1419	657	Games and Playable Media	0.4604	1057	930	Chris	1.0603	308	780
6	1124 m^3	0.7659	Tony	Moreno Valley	0.9557	974	Biotechnology	0.7098	348	1078	Andrew	0.979	169	938
3	835 m^3	0.5832	Fabrice	Fremont, Chula Vista	0.7596	259	Technology and Information Management	0.3624	775	1182	Vani	1.0657	1064	NULL
7	956 m^3	0.8586	Chris	San Jose	0.9538	881	Robotics Engineering	0.3745	924	1061	Sam	1.1121	637	1281
0	975 m^3	0.6582	Lise	Modesto	1.0852	446	Computer Game Design	0.9717	1081	331	Tony	0.2139	1391	960
6	1008 m^3	0.8727	Tony	Moreno Valley	0.9684	1077	Electrical Engineering	0.7231	287	986	Andrew	1.3371	29	1127
5	1159 m^3	0.9474	Michael	Modesto	1.0626	975	Natural Language Processing	1.5164	1131	1203	Eriq	0.4898	1118	356
6	1049 m^3	0.9501	tONY	San Francisco	1.0661		Biotechnology	0.8538	72	765	Andrew	0.8675	-11	960
2	1266 m^3	1.3003	Eriq	Bakersfield	0.0234	1057	Human Computer Interaction	0.8928	1037	940	Lise	1.0455	702	728
5	1381 m^3	0.6416	Michael	Los Angeles	1.1426	922	Computer Science	0.6665	799	994	Eriq	0.7283	1293	32
7	1147 m^3	0.5342	Chris	San Jose	0.7225	841	Robotics Engineering	0.5009	1210	1162	Sam	1.0621	694	891
1	898 m^3	0.957	Sam	Stockton	1.0615	564	Games and Playable Media	0.5269	1116	1111	Chris	0.7564	81	896
1	866 m^3	0.7862	Sam	Stockton	1.1314	812	Computer Engineering	0.334	1241	1218	Chris	0.9203	62	768
6	919 m^3	0.9655	Tony	Sacramento	0.7127	870	Electrical Engineering	0.4672	316	919	Andrew	0.7751	71	776
3	1169 m^3	0.5047	Fabrice	Chula Vista, Fremont	1.0648	286	Technology and Information Management	0.2114	692	1267	Vani	1.0712	1154	800
5	911 m^3	0.2679	Michael	Los Angeles	0.838	850	Natural Language Processing	1.0704	866	875	Eriq	0.034	1247	61
4	847 m^3	0.9379	Andrew	Riverside	0.3473	819	Computer Science	0.5879	750	591	FABRICE	1.3135	509	1117
6	884 m^3	0.7812	Tony	San Francisco	1.1033	793	Biotechnology	0.5554	-90	1318	Andrew	0.8114	-33	1092
7	814 m^3	1.2417	Chris	San Jose	0.894	875	Robotics Engineering	0.9725	861	832	Sam	1.0834	330	1211
2	1115 m^3	1.0109	Eriq	Bakersfield	0.1331	819	Human Computer Interaction	0.6144	1042	759	Lise	1.2441	547	795
2	1074 m^3	1.074	Eriq	Bakersfield	0.2256	926	Human Computer Interaction	1.0295	977	1081	Lise	0.943	821	857
0	1056 m^3	0.9358	Lise	Modesto	1.0999	843	Statistics	0.8229	1309	692	Inan	0.1091	1038	780
9	161 m^3	0.7977	Vani	Anaheim	0.8814	857	Data Science	1.1386	655	1060	Reilly	0.8755	976	805
2	1139 m^3	0.7215	Eriq	Los Angeles	0.1578	915	Human Computer Interaction	0.8458	954	883	Lise	0.9344	1001	1257
4	1042 m^3	0.843	Chris	Riverside	0.5952	1026	Computer Science	0.5488	836	882	Fabrice	1.1288	477	553
2	1201 m^3	0.8233	Eriq	Bakersfield	0.2655	749	Human Computer Interaction	0.8259	873	906	Lise	1.0363	1073	816
1	1084 m^3	0.8404	Sam	Stockton	0.8744	526	Bioinformatics	0.2687	1025	850	Chris	0.9484	293	889
1	1056 m^3	1.1679	Sam	Moreno Valley	1.1619	985	Games and Playable Media	0.4272	987	1255	Chris	0.9441	-173	1130
2	979 m^3	0.734	Eriq	Bakersfield	0.1758	1147	Human Computer Interaction	0.7943	1179	786	Lise	1.1264	882	1082
4	864 m^3	0.7495	Andrew	Riverside	0.2823	1066	Computer Science	0.4505	401	665	Fabrice	0.9065	815	758
7	958 m^3	0.7805	Andrew	San Jose	0.7589	699	Robotics Engineering	0.6919	1001	1126	SAM	0.9587	242	1186
8	1018 m^3	0.2349	Reilly	San Bernardino, Fresno	0.5302	900	Computer Engineering	1.1967	1298	155	Michael	0.9002	797	904
4	982 m^3	1.0563	Inan	Riverside	0.4573	1229	Computer Science	0.6483	853	1144	Fabrice	1.1939	884	995
9	278 m^3	0.4751	Vani	Anaheim	0.8916	1192	Data Science	0.7902	523	799	Reilly	0.5514	983	1084
6	829 m^3	1.2854	Tony	San Francisco	1.0335	1000	Biotechnology	0.4366	-178	921	Andrew	1.0065	-57	1251
8	899 m^3	0.3222	Reilly	Fresno, Santa Clarita, San Bernardino	0.6223	941	Technology and Information Management	0.7928	1063	239	Michael	0.6723	835	1240
8	1025 m^3	0.5933	Reilly	San Bernardino, Santa Clarita	0.7884	943	Computational Media	1.1405	1047	555	Michael	1.0551	1149	1308
5	1009 m^3	0.9326	MICHAEL	Irvine	1.0181	555	Applied Mathematics	1.1693	1108	852	ERIQ	0.6768	1362	109
6	1057 m^3	0.9768	Tony	San Francisco	1.1162	1100	Biotechnology	0.781	234	1020	Andrew	1.1327	183	795
8	823 m^3	0.2993	Reilly	Fresno	0.5431	971	Computational Media	0.5804	1058	244	Michael	1.1301	962	910
6	1170 m^3	0.6977	Tony	San Francisco	1.1885	1160	Electrical Engineering	0.7018	459	921	Andrew	0.7643	89	974
9	470 m^3	0.9417	Vani	Anaheim	0.9679	1398	Computer Science	0.8586	393	623	Reilly	0.6931	691	900
3	823 m^3	0.514	Fabrice	Chula Vista	0.6747	357	Statistics	-0.0498	703	1340	Vani	1.0568	712	667
6	795 m^3	1.2046	Tony	San Francisco	1.0017	1089	Biotechnology	0.4056	426	686	Andrew	0.901	591	870
9	431 m^3	0.454	Vani	Long Beach	0.9094	982	Bioengineering	0.9409	588	665	Reilly	0.8252	1115	1102
9	338 m^3	0.3481	Vani	long beach	1.029	1167	Data Science	0.9971	717	973	Reilly	0.9785	1059	757
9	402 m^3	0.6413	Vani	Long Beach	0.9209	454	Data Science	1.0256	456	860	Reilly	1.0029	1461	900
4	1068 m^3	0.9116	Inan	Sacramento	0.2829	980	Robotics Engineering	0.5005	577	1088	None	0.915	802	904
5	1222 m^3	0.639	Michael	Stockton	0.9954	969	Natural Language Processing	1.0419	931	820	Eriq	0.4905	1142	191
5	1016 m^3	0.7076	Michael	LOS ANGELES	0.9366	568	Applied Mathematics	0.9317	873	1022	Eriq	0.4812	1153	404
4	1134 m^3	1.0294	iNAN	Sacramento	0.1769	877	Computer Science	0.7023	500	742	Fabrice	1.0314	683	892
1	1179 m^3	0.8973	Sam	Stockton	1.0814	1181	Games and Playable Media	0.4827	1012	1112	Chris	1.1472	-311	801
2	1060 m^3	1.1914	Eriq	Bakersfield	0.1868	1148	Human Computer Interaction	1.196	1157	1213	Lise	0.9052	878	949
1	1133 m^3	1.1624	Sam	STOCKTON	0.9576	929	Bioinformatics	0.7689	1245	1009	cHRIS	1.1511	80	853
4	1306 m^3	1.0775	Vani	Sacramento	0.3452	965	Computer Science	0.3505	804	886	Fabrice	0.9281	571	714
5	1082 m^3	0.8302	Michael	Irvine	0.8979	470	Natural Language Processing	0.7554	838	851	Eriq	0.5124	662	202
5	892 m^3	0.7791	Michael	Irvine	1.0522	832	Natural Language Processing	0.7453	998	1508	Eriq	0.58	1126	486
1	1019 m^3	0.672	Sam	Stockton	0.9642	884	Games and Playable Media	0.6936	999	876	Chris	1.0257	210	1048
1	902 m^3	0.8774	Sam	Stockton	0.7575	1028	Games and Playable Media	0.8649	1314	1243	Chris	1.0272	-279	1010
6	1191 m^3	1.1842	Tony	Moreno Valley	0.7695	1047	Biotechnology	0.7261	374	1271	Andrew	1.0591	406	NULL
5	1007 m^3		Michael	Moreno Valley	1.1797	728	n/a	1.3183	859	980	Eriq	0.5567	766	276
0	1118 m^3	0.8212	Lise	Chula Vista	0.9586	617	Computer Game Design	1.0786	901	667	Inan	0.1699	1333	1084
9	147 m^3	0.6886	Lise	N/A	0.9601	1184	Bioengineering	0.9048	709	1096	Chris	1.1419	1095	991
8	972 m^3	0.33	rEILLY	Oakland, San Bernardino	0.7284	705	Computer Engineering	1.0384	1360	224	Michael	0.7131	949	1207
3	890 m^3	0.7082	Fabrice	Santa Ana	0.9536	325	Technology and Information Management	0.0888	865	745	Vani	0.7693	1126	945
9	-6 m^3	0.5311	Vani	Long Beach	1.0758	865	Bioengineering	0.695	429	1008	Reilly	0.9108	953	849
9	358 m^3	0.4753	Vani	Long Beach	1.0586	876	Bioengineering	0.9758	643	1115	Reilly	1.2831	809	813
0	n/a	1.0495	Tony	sAN dIEGO	0.8691	802	statistics	1.275	947	622	tony	0.1217	1167	1050
2	995 m^3	1.0042	Eriq	BAKERSFIELD	0.2584	879	Human Computer Interaction	0.8906	956	1211	Lise	1.1258	1402	710
9	270 m^3	0.7633	Vani	Anaheim	1.0357	1000	Data Science	1.0048	305	776	Reilly	0.7469	936	744
4	1213 m^3	0.6507	Inan	Sacramento	0.1923	953	Computer Science	0.6651	480	828	Fabrice	1.0604	1180	556
1	1077 m^3	0.9208	Sam	Stockton	0.992	787	Games and Playable Media	0.6534	855	1028	Chris	1.1171	-201	940
3	1017 m^3	0.4814	Fabrice	Santa Ana	0.6466	388	Technology and Information Management	-0.1463	872	1048	Vani	1.0146	862	1290
0	1191 m^3	0.6108	Lise	San Diego	0.9613	1202	Computer Game Design	1.3484	1245	687	Inan	0.1439	889	897
7	1251 m^3	0.7589	Chris	San Jose	1.0795	937	Robotics Engineering	0.6386	1091	921	Sam	0.5121	620	702
5	942 m^3	0.3652	Michael	Irvine	1.1282	803	Natural Language Processing	0.8399	903	946	Eriq	0.5327	1297	173
5	991 m^3	0.7171	Michael	Los Angeles	0.8961	904	APPLIED MATHEMATICS	0.8626	936	1215	Eriq	0.6932	1134	-74
6	909 m^3	0.8807	Lise	San Francisco	0.8667	1241	Biotechnology	0.6584	305	1036	Andrew	0.955	473	750
2	1203 m^3	0.9911	Eriq	Bakersfield	0.114	1028	Human Computer Interaction	1.2134	666	710	Lise	0.9991	786	1034
6	954 m^3	0.5248	Tony	San Francisco	0.8634	943	Biotechnology	0.5058	406	967	Andrew	1.0587	-157	953
2	1133 m^3	0.7975	Eriq	Bakersfield	0.2509	1082	Human Computer Interaction	0.7836	1019	829	Lise	1.3117	833	1000
7	1095 m^3	0.7141	Chris	San Jose	1.0616	912	Robotics Engineering	0.5949	1257	925	Sam	0.7786	539	1120
9	401 m^3	0.4252	Vani	Anaheim	1.2348	1126	Data Science	1.1048	587	921	Reilly	1.2018	1168	854
8	716 m^3	0.4687	Reilly	Fresno, Santa Clarita, Oakland	0.5937	897	Computational Media	0.8741	922	231	Michael	1.0604	1011	1168
0	1034 m^3	0.9567	Lise	N/A	1.0964	789	Computer Game Design	0.92	1130	660	Tony	0.3355	1241	965
7	1012 m^3	0.8811	Chris	San Jose	1.0378	564	Robotics Engineering	0.8635	840	882	Tony	0.9421	835	851
3	1063 m^3	0.6436	Fabrice		0.9377	200	Technology and Information Management	-0.0959	596	941	Vani	0.9093	1188	842
8	930 m^3	-0.1526	Reilly	Fresno, Oakland, San Bernardino	0.5749	834	Robotics Engineering	1.066	950	493	Michael	1.0178	885	1136
4	1160 m^3	1.1872	Andrew	Sacramento	0.3683	1099	Computer Science	0.4997	745	1115	Fabrice	0.7333	733	843
0	1067 m^3	0.7754	Lise	San Diego	1.2424	429	Computer Game Design	0.8016	992	725	Inan	-0.1619	1383	1026
4	955 m^3	0.9841	Inan	Sacramento	0.2558	1117	Computer Science	0.7697	816	748	Lise	1.1743	617	735
7	875 m^3	?	Chris	Long Beach	1.063	963	Robotics Engineering	0.6261	777	1186	Sam	0.8533	197	1260
1	None	0.6656	Sam	Stockton	1.0723	737	Games and Playable Media	0.7641	1029	885	Chris	1.114	-39	1069
8	962 m^3	-0.0566	Reilly	Fresno, San Bernardino, Santa Clarita	0.6633	734	Computational Media	0.6996	1148	327	Michael	0.9128	838	693
7	852 m^3	0.7115	cHRIS	San Jose	0.8575	966	Statistics	0.4498	1089	1092	Sam	0.8329	1057	790
6	1108 m^3	0.8278	Tony	Moreno Valley	0.8033	1171	Electrical Engineering	0.6917	290	1013	Andrew	1.1209	229	903
